year,Base case cost,Modeled residential ashp
2017,55570.121835,90142.544135
2018,61924.157903,92503.3870617
2019,70866.8753321,96257.1030121
2020,70301.3174218,92742.2733153
2021,73165.0735006,93233.3275726
2022,75147.6738628,93308.4304215
2023,76689.6963668,93185.9648215
2024,72683.2470842,87646.6954721
2025,73914.7062187,87365.6729179
2026,75556.6517314,87293.3153651
2027,71349.2106565,81501.8089555
2028,72300.1979017,81109.3555308
2029,67982.0394748,75133.7294697
2030,68857.7980197,74702.6091026
2031,70259.0116916,74482.059982
