year,Base case cost,Modeled non-residential ashp
2017,46595.2030357,58730.7185553
2018,51923.0229308,62298.2051916
2019,59421.4361165,67428.1897793
2020,62973.3160466,69733.8521672
2021,65538.5626627,71337.6441638
2022,67314.5026278,72380.9389805
2023,68695.7892673,73146.6187813
2024,69879.7492439,73776.0629227
2025,71063.7092206,74410.6537257
2026,72642.3225229,75333.2822472
2027,74023.6091624,76119.3131679
2028,75010.2424763,76627.1256089
2029,76588.8557785,77564.136434
2030,77575.4890924,78081.2008907
2031,79154.1023947,79027.2468874
