year,annotation,consumption,consumption residential,consumption non-residential
2003,,1092400.0,539788.0,552612.0
2004,,1220441.0,540240.0,680201.0
2005,,1076637.0,506145.0,570492.0
2006,,1220474.0,524237.0,696237.0
2007,,1089198.0,488529.0,600669.0
2008,,1125883.0,454619.0,671264.0
2009,,1187144.0,517863.0,669281.0
2010,,1221051.0,515753.0,705298.0
2011,,1289748.0,542837.0,746911.0
2012,,1295972.0,551130.0,744842.0
2013,,1274743.0,543572.0,731171.0
2014,,1288981.0,557194.0,731787.0
2015,,1238227.0,576676.0,661551.0
2016,start of forecast,1250064.0,541894.0,708170.0
2017,,1249174.0,541004.0,708170.0
2018,,1250645.0,542476.0,708170.0
2019,,1253299.0,545129.0,708170.0
2020,,1254252.0,546082.0,708170.0
2021,,1253765.0,545595.0,708170.0
2022,,1254551.0,546381.0,708170.0
2023,,1255302.0,547132.0,708170.0
2024,,1255869.0,547699.0,708170.0
2025,,1256312.0,548143.0,708170.0
2026,,1256271.0,548101.0,708170.0
2027,,1258308.0,550139.0,708170.0
2028,,1258068.0,549899.0,708170.0
2029,,1258532.0,550362.0,708170.0
2030,,1258179.0,550009.0,708170.0
2031,,1258065.0,549895.0,708170.0
2032,,1257781.0,549611.0,708170.0
2033,,1256804.0,548634.0,708170.0
2034,,1255760.0,547590.0,708170.0
2035,,1253383.0,545214.0,708170.0
2036,,1253898.0,545728.0,708170.0
2037,,1255713.0,547543.0,708170.0
2038,,1256759.0,548590.0,708170.0
2039,,1258655.0,550485.0,708170.0
2040,,1259772.0,551603.0,708170.0
