year,Base case cost,Modeled residential ashp
2017,325219.544974,558944.19959
2018,349068.985013,584587.328636
2019,386224.770635,625436.011059
2020,405664.766234,644982.39335
2021,412297.022856,651005.494407
2022,424776.727599,662289.482661
2023,430048.992804,665908.489117
2024,434662.224858,668801.120437
2025,439934.490062,672545.106154
2026,446524.821568,677928.604781
2027,456751.416495,686746.109737
2028,461415.236464,689927.775046
2029,467411.576424,694759.265604
2030,471409.136397,697255.102197
2031,478071.736353,702991.827585
