year,Base case cost,Modeled non-residential ashp
2017,533239.806741,664132.398108
2018,572344.070288,704663.858192
2019,626244.541663,761168.75633
2020,650552.597381,785837.410602
2021,668519.421173,803711.680728
2022,681201.885026,815929.040955
2023,689656.860928,823626.985013
2024,697054.964842,830219.635682
2025,705509.940744,837982.829284
2026,716078.660622,848054.115259
2027,724533.636524,855879.535678
2028,731931.740438,862596.67498
2029,741443.588328,871619.744527
2030,747784.820254,877256.532047
2031,758353.540132,887474.501571
