year,Base case cost,Modeled non-residential ashp
2017,48193.2429686,62460.5121082
2018,51479.0512521,64768.5974042
2019,56042.673868,67974.2714263
2020,58233.2127236,69512.994957
2021,59693.5719607,70538.8106441
2022,60788.8413886,71308.1724094
2023,61610.2934594,71885.1937334
2024,62249.2006256,72333.9880965
2025,62979.3802442,72846.8959401
2026,70639.8924442,80235.8184213
2027,71548.0999003,80899.5951305
2028,72254.4834773,81415.8659044
2029,73162.6909333,82079.6426136
2030,73768.1625707,82522.1604197
2031,74777.2819664,83259.6900966
