year,Base case cost,Modeled residential ashp
2017,3465532.80507,5890786.05938
2018,3678171.09133,5972030.32556
2019,4016266.17115,6143358.21384
2020,4154949.82566,6182261.73987
2021,4260816.65441,6200457.34148
2022,4323496.89872,6191205.29279
2023,4375159.69306,6175678.49851
2024,4405317.51672,6147020.70731
2025,4439580.96302,6119847.48982
2026,4483890.32236,6100074.86269
2027,4521287.85439,6074378.10352
2028,4537239.29676,6035513.24496
2029,4579870.54689,6016956.68892
2030,4601408.99351,5985540.63661
2031,4676450.2228,6001212.22576
