year,Base case cost,Modeled residential energy efficiency
2017,5618068.7682,5669503.06305
2018,5865139.23843,5857805.11475
2019,6269013.9812,6184751.89444
2020,6432258.10314,6304919.74486
2021,6556180.64283,6391739.67697
2022,6628328.82589,6434607.43699
2023,6687279.55008,6466517.08237
2024,6720444.64384,6476729.39654
2025,6757045.59956,6488883.45552
2026,6805726.98742,6511615.3034
2027,6844646.77836,6524932.48028
2028,6857848.63746,6516586.31053
2029,6904600.61552,6538405.32346
2030,6926040.85327,6538951.48646
2031,7019129.81737,6607746.1125
2032,7048169.69741,6610941.89139
2033,7083027.57298,6622114.47115
2034,7129221.1962,6643058.76094
2035,7158019.73094,6652468.61825
2036,7222788.76774,6692555.53645
