year,Base case cost,Modeled non-residential ashp
2017,320523.627354,424194.110492
2018,346297.533592,447057.590496
2019,383240.132531,480760.663445
2020,401281.866898,496247.452536
2021,413309.689808,505968.901342
2022,422760.122095,513244.484376
2023,428774.033551,517243.021816
2024,434787.945006,521284.037704
2025,440801.856461,525366.536448
2026,448534.028332,531149.817551
2027,455407.069996,536142.523919
2028,460561.851243,539513.592449
2029,468294.023114,545412.797053
2030,472589.674154,548028.30232
2031,480321.846025,554000.331748
