year,Base case cost,Modeled residential ashp
2017,277439.906716,419229.223619
2018,302671.561018,430077.110815
2019,337995.877041,446561.772052
2020,349749.849088,447847.03451
2021,361356.465924,451317.29422
2022,369646.906521,453047.506144
2023,376279.258999,453939.572049
2024,381253.523357,453991.960912
2025,381449.202187,448950.752278
2026,388802.498971,450373.380226
2027,394521.729803,450975.97221
2028,393552.05423,445324.986011
2029,400797.251261,446813.603591
2030,404822.360723,446646.701976
2031,405919.4294,442096.556678
