year,Base case cost,Modeled residential ashp
2017,104322.710315,190602.047759
2018,114667.657383,195273.857527
2019,128953.536669,202075.741635
2020,129963.815764,199055.284297
2021,134440.89579,200551.020968
2022,137975.432652,201580.915386
2023,133975.849478,195667.395136
2024,135775.556023,195800.094161
2025,138025.189204,196171.436048
2026,140949.71234,196891.523676
2027,143199.345522,197296.860029
2028,138334.450667,190718.518047
2029,140691.649967,191149.3925
2030,149273.355111,198278.205657
2031,152197.878247,199078.426406
