year,annotation,consumption,consumption residential,consumption non-residential
2003,,331244.0,183765.0,147479.0
2004,,337406.0,123148.0,214258.0
2005,,326959.0,112701.0,214258.0
2006,,312333.0,98075.0,214258.0
2007,,316512.0,102254.0,214258.0
2008,,283082.0,68824.0,214258.0
2009,,301886.0,87628.0,214258.0
2010,,357715.0,126324.0,231391.0
2011,,358221.0,124449.0,233772.0
2012,,401687.0,123181.0,278506.0
2013,,385558.0,146760.0,238798.0
2014,,343456.0,129198.0,214258.0
2015,,185866.0,60396.0,125470.0
2016,start of forecast,347274.0,133016.0,214258.0
2017,,349077.0,134819.0,214258.0
2018,,350672.0,136414.0,214258.0
2019,,351969.0,137711.0,214258.0
2020,,353341.0,139083.0,214258.0
2021,,354758.0,140500.0,214258.0
2022,,356801.0,142543.0,214258.0
2023,,359322.0,145064.0,214258.0
2024,,361400.0,147142.0,214258.0
2025,,363047.0,148789.0,214258.0
2026,,364113.0,149855.0,214258.0
2027,,365347.0,151089.0,214258.0
2028,,366696.0,152438.0,214258.0
2029,,365652.0,151394.0,214258.0
2030,,365130.0,150872.0,214258.0
2031,,365185.0,150927.0,214258.0
2032,,366804.0,152546.0,214258.0
2033,,368775.0,154517.0,214258.0
2034,,370547.0,156289.0,214258.0
2035,,371751.0,157493.0,214258.0
2036,,372158.0,157900.0,214258.0
2037,,371883.0,157625.0,214258.0
2038,,371737.0,157479.0,214258.0
2039,,372204.0,157946.0,214258.0
2040,,373070.0,158812.0,214258.0
