year,Base case cost,Modeled non-residential ashp
2017,208022.897169,267497.375053
2018,228651.060047,284327.163031
2019,257137.570689,307793.972653
2020,270889.679275,318853.663797
2021,280221.467243,326199.86112
2022,287588.668271,331902.254177
2023,292500.135623,335546.56109
2024,296429.309505,338374.4922
2025,301340.776857,342041.760758
2026,307725.684415,346962.097256
2027,312637.151767,350651.263746
2028,317057.472384,353936.999418
2029,322460.086471,358061.045782
2030,325898.113617,360539.182728
2031,332283.021175,365511.137908
