year,Base case cost,Modeled residential ashp
2017,887362.489472,1108826.41476
2018,952760.793572,1166369.01435
2019,1037487.83782,1242222.2123
2020,1083081.88223,1281532.53876
2021,1121178.03678,1313940.66572
2022,1155409.79826,1343077.80087
2023,1179884.84312,1362924.87937
2024,1206460.02489,1385087.55997
2025,1231468.52975,1405647.88527
2026,1265165.60168,1434734.51146
2027,1290777.5567,1456069.74493
2028,1320806.69878,1481904.89252
2029,1353445.96101,1510306.44246
2030,1379608.15325,1532683.3347
2031,1415284.08563,1564152.98911
