year,Base case cost,Modeled non-residential ashp
2017,887362.489472,1039512.62094
2018,952760.793572,1099684.10586
2019,1037487.83782,1178467.27591
2020,1083081.88223,1219920.25002
2021,1121178.03678,1254285.52697
2022,1155409.79826,1285195.14069
2023,1179884.84312,1306668.3945
2024,1206460.02489,1330386.85769
2025,1231468.52975,1352508.46492
2026,1265165.60168,1383200.18514
2027,1290777.5567,1406034.81341
2028,1320806.69878,1433339.49579
2029,1353445.96101,1463218.98166
2030,1379608.15325,1486932.6492
2031,1415284.08563,1519861.5148
