year,Base case cost,Modeled residential ashp
2017,23478.5084184,100413.439317
2018,26128.6849807,93736.2539372
2019,29888.2377784,85017.4680784
2020,31675.5661576,80038.2336005
2021,32908.2064192,76137.875506
2022,33062.6483665,71905.6217677
2023,33663.8457527,69220.1017098
2024,34204.9234002,66687.2195055
2025,34866.240525,63954.6814825
2026,34751.0990632,60124.9774625
2027,35337.1737048,57561.3578118
2028,35864.6408821,55148.6768182
2029,35624.3518799,51467.934449
2030,36081.1133975,49224.1150065
2031,35848.0145277,45434.1223925
