year,Base case cost,Modeled transmission and interties
2021,1955657.01043,2668781.61131
2022,2024096.59926,2711681.0683
2023,2067167.80274,2734908.17546
2024,2106031.27638,2752117.71183
2025,2153399.48261,2778416.79592
2026,2209281.34872,2811773.98189
2027,2252476.04639,2836456.43386
2028,2292260.51888,2857805.97937
2029,2344020.9523,2887851.4619
2030,2378825.48428,2904811.58607
2031,2435753.33132,2940616.69846
2032,2496139.01576,2980404.35045
2033,2553205.23581,3018937.53327
2034,2618865.46137,3062498.51227
2035,2659047.19832,3084170.44181
2036,2720603.84576,3128095.77424
2037,2760907.58902,3150389.62818
2038,2826886.22129,3195257.06088
2039,2875861.3399,3228994.52071
2040,2946282.78735,3278888.69445
