year,Base case cost,Modeled non-residential ashp
2017,330852.439035,758617.390157
2018,361842.30418,726487.736783
2019,404309.897157,686292.21035
2020,426117.580037,661248.812743
2021,439890.853435,642228.862388
2022,451368.581266,625080.232544
2023,458255.217965,611456.753592
2024,465141.854664,598035.939334
2025,472028.491363,584813.040332
2026,481210.673628,570124.607552
2027,489245.08311,556454.32665
2028,496131.719809,543797.77356
2029,504166.129291,530491.818519
2030,509904.993207,519020.457742
2031,519087.175472,505232.545391
