year,Base case cost,Modeled residential ashp
2017,517799.746812,2570900.72915
2018,560238.372239,2360790.84151
2019,619217.257567,2093337.66229
2020,644585.480237,1928511.80447
2021,657129.497445,1804514.43817
2022,665768.40973,1692711.92359
2023,667289.347466,1604876.50135
2024,667576.625663,1516846.27129
2025,667575.472487,1429542.11615
2026,671492.057626,1332135.79048
2027,672457.983054,1240251.63242
2028,672572.817847,1155966.53345
2029,668683.423743,1061094.57674
2030,663481.230725,980821.520373
2031,663471.514758,884104.928011
