year,Base case cost,Modeled residential ashp
2017,25403.9752,60157.3185593
2018,25645.6320091,56063.9199761
2019,27101.9734284,52023.1609798
2020,27789.6902098,49505.1469914
2021,28234.6834213,47486.7274512
2022,28598.7687761,45652.6425263
2023,28881.9462743,44002.2587759
2024,29084.2159159,42534.9574404
2025,28360.8807993,40048.1173865
2026,28673.8514833,38383.9525033
2027,28908.5794963,36903.7649771
2028,29104.1861738,35527.0067307
2029,28377.3294226,33012.4661739
2030,28566.273136,31674.2973581
2031,28830.7943348,30195.3265178
