year,Base case cost,Modeled non-residential ashp
2017,26811.9044874,41022.9197225
2018,27958.5668234,40807.0793797
2019,29546.2531349,40670.057284
2020,30295.9938931,40410.0190403
2021,30781.1202661,40117.1317212
2022,31178.041844,39818.9967473
2023,31486.7586268,39515.4112385
2024,31707.2706145,39206.1770167
2025,31971.8849997,38911.9574911
2026,32324.7041801,38639.5160053
2027,32589.3185653,38360.858828
2028,32809.830553,38082.7580326
2029,33118.5473358,37825.894559
2030,33339.0593235,37562.2873271
2031,33647.7761063,37319.577716
