year,Base case cost,Modeled residential ashp
2017,153874.877027,262175.260569
2018,165974.702913,275010.045809
2019,182828.031826,292887.068107
2020,191038.627962,301596.386662
2021,196656.404267,307555.394095
2022,200977.770655,312139.245966
2023,204002.727126,315347.942276
2024,206595.546959,318098.253399
2025,209188.366792,320848.564522
2026,213077.596541,324974.031206
2027,225954.26717,338034.441674
2028,228665.288845,340902.954639
2029,231828.147466,344249.553098
2030,234087.332195,346639.980569
2031,238153.864707,350942.750016
