year,Base case cost,Modeled non-residential ashp
2017,153874.877027,249533.556864
2018,165974.702913,262180.663419
2019,182828.031826,279796.276121
2020,191038.627962,288378.241283
2021,196656.404267,294250.112184
2022,200977.770655,298766.935953
2023,204002.727126,301928.712592
2024,206595.546959,304638.806854
2025,209188.366792,307348.901116
2026,213077.596541,311414.042509
2027,225954.26717,324427.533305
2028,228665.288845,327255.829409
2029,231828.147466,330555.508197
2030,234087.332195,332912.421617
2031,238153.864707,337154.865773
