year,Base case cost,Modeled transmission and interties
2021,643136.062149,2066912.61553
2022,655665.658404,2080027.58992
2023,665415.333622,2089787.59351
2024,672727.590035,2097107.5962
2025,681258.555851,2106197.30962
2026,693171.31556,2118652.25472
2027,702934.291836,2128425.57346
2028,710256.524043,2136306.02273
2029,722222.487982,2148265.26809
2030,729323.590107,2155354.49802
2031,741342.758277,2167919.71404
2032,752370.997656,2179512.3463
2033,763399.237035,2191104.97856
2034,773376.692865,2201662.10913
2035,780718.876658,2209564.03102
2036,794033.235311,2222876.84925
2037,801385.394898,2230789.50745
2038,813515.959425,2243471.48745
2039,823219.080941,2253724.95281
2040,836734.618091,2267254.80771
