year,Base case cost,Modeled non-residential ashp
2017,899801.174106,1041699.23152
2018,959448.2094,1095433.12004
2019,1039400.61841,1168476.73305
2020,1074935.02242,1199487.66378
2021,1100316.73956,1220938.99109
2022,1119353.02742,1236437.5368
2023,1133312.97185,1247184.63273
2024,1143465.65871,1254381.6442
2025,1156156.51728,1264041.01797
2026,1171385.54757,1276161.42189
2027,1184076.40614,1285930.50636
2028,1195498.17886,1294549.76314
2029,1209458.12329,1305626.23806
2030,1218341.72429,1311942.14654
2031,1233570.75458,1324321.16495
