year,Base case cost,Modeled residential ashp
2017,913882.160088,1333224.02856
2018,998393.092337,1399454.41308
2019,1116157.03934,1495965.1146
2020,1190063.47049,1555783.54357
2021,1254755.6546,1608178.43351
2022,1313688.93431,1656003.80903
2023,1377184.1969,1709377.10793
2024,1427548.55545,1750402.10086
2025,1491453.60678,1804751.6293
2026,1550054.68309,1853576.76915
2027,1616069.96363,1910387.06071
2028,1671416.16907,1956896.28615
2029,1741210.46586,2017621.00972
2030,1804646.14889,2072943.93162
2031,1878483.24058,2137831.37944
