year,Base case cost,Modeled non-residential ashp
2017,353745.743181,405741.918816
2018,395106.668036,433051.746439
2019,452478.27348,471635.879032
2020,480496.964511,489663.18741
2021,499176.091864,501175.483665
2022,513852.549071,509916.599122
2023,524526.33613,515885.658042
2024,532531.676425,520017.987224
2025,543205.463484,526057.479587
2026,555213.473926,533067.137495
2027,565887.260985,539173.800425
2028,573892.60128,543440.508525
2029,585900.611722,550547.412317
2030,592571.728634,553940.495856
2031,605913.962458,562044.672947
