year,Base case cost,Modeled residential ashp
2017,493832.142403,739198.529849
2018,547207.360051,749342.284551
2019,626664.801033,772000.061212
2020,665469.597791,779388.201291
2021,685824.747169,776519.337742
2022,705988.929142,777065.116109
2023,714859.013392,769918.460076
2024,719886.002587,761380.770343
2025,734315.022003,760110.415288
2026,744413.873189,753517.26982
2027,752473.256748,746179.942542
2028,756777.985326,737525.489706
2029,772612.65183,737106.339455
2030,774863.172767,727825.304858
2031,785615.9304,721453.768289
