year,Base case cost,Modeled non-residential ashp
2017,251297.306672,340917.812113
2018,267433.320337,357618.175982
2019,288179.623622,379090.072384
2020,297861.231821,389110.290706
2021,304776.666249,396267.589507
2022,309386.955868,401039.12204
2023,313075.187563,404856.348068
2024,315841.361334,407719.267588
2025,319068.564067,411059.340362
2026,323217.824724,415353.719642
2027,326445.027457,418693.792416
2028,329211.201228,421556.711936
2029,332899.432923,425373.937963
2030,335204.577733,427759.70423
2031,338892.809428,431576.930258
