year,Base case cost,Modeled residential ashp
2017,84700.1015171,870770.794416
2018,92633.6828183,860821.759963
2019,102084.402818,850687.877983
2020,107590.635288,840486.298728
2021,109521.957346,828385.536658
2022,112379.62808,817882.86879
2023,112483.377903,805690.607302
2024,114173.77253,795345.124899
2025,114204.898913,783594.4123
2026,116426.481332,773883.265808
2027,116650.57817,762616.390256
2028,118292.557171,753203.474788
2029,118435.961299,742323.544199
2030,117991.692738,731480.545749
2031,118291.755602,721003.760535
