year,Base case cost,Modeled non-residential ashp
2017,185467.006756,233608.38787
2018,196327.515804,244446.630747
2019,211600.106653,259687.909793
2020,218727.315716,266800.506682
2021,223478.788425,271542.23794
2022,227212.08841,275267.883929
2023,229587.824764,277638.749559
2024,231963.561119,280009.615188
2025,234339.297473,282380.480818
2026,237393.815643,285428.736627
2027,239769.551997,287799.602256
2028,242145.288351,290170.467885
2029,244860.415613,292880.028605
2030,246557.370152,294573.504054
2031,249611.888322,297621.759864
