year,Base case cost,Modeled non-residential ashp
2017,101622.931049,126339.140902
2018,109438.315687,133934.098198
2019,128690.785377,152868.172838
2020,134244.728199,158275.164098
2021,138255.909125,162180.213341
2022,141341.432915,165184.097375
2023,143501.299568,167286.816198
2024,145044.061463,168788.758215
2025,147203.928116,170891.477038
2026,149672.347148,173294.584265
2027,151832.2138,175397.303088
2028,153374.975695,176899.245105
2029,155843.394727,179302.352332
2030,157386.156622,180804.294348
2031,159854.575654,183207.401575
