year,Base case cost,Modeled residential ashp
2017,385949.358493,563571.349049
2018,415934.316417,592646.213012
2019,456757.873495,632183.085524
2020,479793.165868,654622.109439
2021,498965.504147,673355.092012
2022,514967.350878,689043.113239
2023,521129.193171,694985.27768
2024,533005.164914,706704.336671
2025,546816.943622,720296.437526
2026,561721.826239,734950.25974
2027,575896.686181,748905.441829
2028,589303.963321,762124.423667
2029,612697.625203,785267.025145
2030,624544.696654,796988.566395
2031,641456.646285,813618.073073
