year,Base case cost,Modeled residential ashp
2017,188945.444682,371418.666773
2018,203476.430067,379993.513196
2019,224465.631178,394324.674755
2020,225845.687604,390540.704997
2021,232593.870022,392550.851415
2022,237784.779574,393294.312978
2023,241418.41626,392768.962707
2024,235038.324769,382449.656089
2025,238538.305634,381961.716967
2026,242538.283767,381989.701375
2027,246038.264632,381664.904434
2028,248538.250965,380552.051767
2029,242894.403726,371172.399153
2030,245298.921615,370116.016034
2031,249146.150238,370375.816228
