year,Base case cost,Modeled non-residential ashp
2017,203458.35842,261378.713333
2018,215747.371342,273028.866313
2019,232587.870532,288993.890769
2020,240325.397186,296329.172275
2021,245787.180707,301507.018044
2022,249883.518348,305390.402371
2023,252614.410108,307979.325256
2024,254890.153242,310136.760993
2025,257621.045003,312725.683878
2026,261262.234017,316177.581057
2027,263993.125777,318766.503942
2028,266268.868911,320923.939679
2029,269454.909298,323944.349711
2030,271275.503805,325670.298301
2031,274916.692819,329122.19548
