year,Base case cost,Modeled residential ashp
2017,10223.1787202,30428.5091606
2018,10886.5707324,29639.5856677
2019,11791.1962035,28782.8705395
2020,12193.2519684,28107.9804569
2021,12474.6910039,27486.270585
2022,12695.8216746,26897.1800178
2023,12836.5411924,26347.1740105
2024,12957.1579218,25815.7053316
2025,11991.6510628,24182.761883
2026,12138.8905667,23646.9439506
2027,12267.7251326,23130.5520229
2028,12378.1547605,22633.3288935
2029,13680.8582988,23285.1295442
2030,13781.37224,22825.5330753
2031,13942.194546,22355.652443
