year,Base case cost,Modeled transmission and interties
2021,194226.594159,1701694.02193
2022,198560.250418,1683044.19916
2023,201318.031674,1663517.82466
2024,203681.844179,1644003.44584
2025,206439.625435,1625502.97474
2026,209591.375441,1608004.53228
2027,212349.156697,1590482.44048
2028,214712.969202,1573080.39582
2029,217864.719209,1556843.37013
2030,219834.562963,1539845.47425
2031,222986.31297,1524653.30538
2032,226532.031727,1510087.45618
2033,229683.781734,1495743.89487
2034,233229.500491,1482006.7648
2035,235593.312996,1467613.45051
2036,237978.162667,1453624.89631
2037,241108.875508,1440848.1542
2038,244654.594265,1428655.06745
2039,247412.375521,1416121.61929
2040,250958.094279,1404802.35935
