year,Base case cost,Modeled non-residential ashp
2017,909922.353452,1337732.91568
2018,995151.802291,1414646.51256
2019,1111947.71366,1522382.4042
2020,1171923.99247,1575024.14616
2021,1209803.74751,1606320.16557
2022,1241370.21005,1631608.99562
2023,1260310.08757,1644750.9458
2024,1279249.96509,1658016.36515
2025,1298189.84261,1671402.35987
2026,1323443.01263,1691042.76012
2027,1345539.53641,1707729.82195
2028,1364479.41393,1721460.85027
2029,1386575.9377,1738369.86929
2030,1402359.16897,1749249.32463
2031,1427612.33899,1769438.34665
