year,Base case cost,Modeled non-residential ashp
2017,188949.397018,244195.786975
2018,203885.175834,257695.271292
2019,224472.330418,276609.738235
2020,234160.403164,285133.0584
2021,241022.788025,290974.924087
2022,245866.824398,294905.945175
2023,249499.851677,297696.740933
2024,252325.539561,299732.434676
2025,255554.897143,302169.168891
2026,259995.263818,305777.58969
2027,263224.6214,308244.310831
2028,266050.309284,310339.995291
2029,270087.006261,313606.324413
2030,272509.024447,315344.431261
2031,276545.721425,318638.033333
