year,Base case cost,Modeled non-residential ashp
2017,2168093.35672,2300324.99446
2018,2339617.0721,2462115.44396
2019,2565021.1211,2675158.93765
2020,2669997.1091,2773109.63834
2021,2743087.8671,2840629.13756
2022,2797047.4871,2889911.32105
2023,2834573.9501,2923534.64541
2024,2865232.8251,2950644.25358
2025,2902268.7461,2983903.16966
2026,2946662.7971,3024248.27565
2027,2974476.17422,3048341.44866
2028,2994727.94329,3065243.58929
2029,3036382.60279,3103101.25168
2030,3051420.15891,3115097.06861
2031,3074946.4186,3134766.62461
