year,Base case cost,Modeled residential ashp
2017,25244.9576761,205778.972315
2018,27228.6152789,196456.364146
2019,29177.9395901,183707.622745
2020,30820.7376207,176866.319894
2021,32178.3374555,171725.028056
2022,32638.953727,166901.881441
2023,33699.6717854,163508.213311
2024,34035.9856456,159449.506157
2025,35118.6104173,156195.083868
2026,36286.0233317,152697.771744
2027,36636.9416675,148823.546515
2028,37757.5380756,145772.991673
2029,38965.8435215,142478.579774
2030,39967.9793085,140182.369037
2031,41282.9796104,136712.134306
