year,Base case cost,Modeled non-residential ashp
2017,255262.823195,279428.154344
2018,272033.256829,294608.728547
2019,303346.069016,323757.565396
2020,314368.886301,333764.639154
2021,322036.933107,340726.081769
2022,336958.141721,355117.337238
2023,340899.425498,358705.318919
2024,344348.048802,361844.80289
2025,348289.332579,365432.78457
2026,362828.559848,379530.38422
2027,367383.172017,383687.53153
2028,370925.648148,386920.868328
2029,375480.260317,391078.015638
2030,378010.600411,393387.541922
2031,383577.348617,398468.499746
