year,Base case cost,Modeled residential ashp
2017,38286.7071268,177522.249607
2018,41768.6754205,167056.609859
2019,46643.4310317,153642.220114
2020,48265.4791741,145127.076219
2021,49867.1922975,138861.937667
2022,51011.2730999,133672.970549
2023,51926.5377418,129052.490372
2024,52612.9862233,124999.036774
2025,52639.9899018,119978.046938
2026,53654.744858,115267.821753
2027,54443.9987129,111123.760173
2028,54310.1834838,106479.463352
2029,55310.0206741,101920.344983
2030,55865.4857798,98439.6335791
2031,56016.8812572,93136.3725231
