year,Base case cost,Modeled non-residential ashp
2017,8010578.40763,7619907.9441
2018,8730088.44386,8176709.55858
2019,9787121.00361,9010599.13993
2020,10264061.6393,9375968.28639
2021,10602836.2749,9640361.9292
2022,10830660.0627,9812399.97237
2023,10951809.7404,9891710.3417
2024,11036026.4734,9943385.39036
2025,11164720.0085,10034888.429
2026,11304400.1229,10123431.6109
2027,11424498.7901,10201690.9696
2028,11491918.2482,10236568.7433
2029,11717668.9738,10415831.3485
2030,11812731.9306,10487650.245
2031,11995550.3414,10619331.7233
