year,Base case cost,Modeled residential ashp
2017,1031580.86508,1475662.52345
2018,1091413.9646,1533370.19127
2019,1172478.16395,1611554.77347
2020,1200866.52604,1638571.88931
2021,1227660.04101,1664405.53189
2022,1257402.56326,1693462.43102
2023,1281631.50285,1717211.43442
2024,1293309.76768,1728478.32537
2025,1306934.40998,1741623.03148
2026,1324451.80723,1758523.36791
2027,1338076.44953,1771668.07402
2028,1349754.71436,1782934.96497
2029,1365325.73413,1797957.48624
2030,1375057.62149,1807346.56203
2031,1378998.86228,1810739.30433
