year,Base case cost,Modeled non-residential ashp
2017,1735880.3002,2126625.10755
2018,1943822.82558,2318260.67891
2019,2229743.79798,2585081.45364
2020,2366206.08026,2708362.60313
2021,2457180.93512,2788086.05443
2022,2535159.38214,2855493.18971
2023,2580646.80957,2891832.29387
2024,2626134.23699,2928344.95145
2025,2671621.66442,2965027.09477
2026,2730105.49968,3014373.05142
2027,2782091.13103,3057631.49236
2028,2827578.55846,3094798.62926
2029,2886062.39372,3144618.21244
2030,2918553.41331,3169591.72939
2031,2983535.45249,3225958.00158
