year,Base case cost,Modeled residential ashp
2017,135785.066158,146569.683171
2018,140143.327449,149882.131971
2019,150817.627449,159261.500464
2020,155438.788736,163141.743226
2021,158996.788736,166062.797717
2022,161487.388736,168020.24769
2023,162910.588736,169013.919769
2024,164333.788736,170014.646465
2025,166108.120024,171341.260999
2026,168242.860024,173002.879327
2027,169661.251311,174018.984518
2028,171084.371311,175046.234561
2029,172858.412599,176398.538921
2030,174281.492599,177438.133629
2031,176055.393886,178802.392389
