year,Base case cost,Modeled transmission and interties
2021,68011.1288807,1044843.07534
2022,69161.3443719,1034178.44225
2023,69984.6937096,1023088.41087
2024,70808.0430474,1012009.52809
2025,71528.9154289,1001026.343
2026,72445.0240805,991235.429208
2027,73261.306042,981349.768602
2028,73756.9058043,970894.61812
2029,74772.841146,961871.144991
2030,75256.9564218,951641.932505
2031,75935.4245456,943163.805762
2032,76805.5952513,934620.961097
2033,77321.5137205,925988.849154
2034,77816.2300607,917549.247997
2035,78055.6374326,908774.596119
2036,78875.4530822,901381.937851
2037,78935.5257806,892373.491665
2038,79730.6056132,885661.099925
2039,79762.4088065,877592.822791
2040,80347.2341945,870538.01242
