year,annotation,diesel generation efficiency
2002,,10.51
2003,,9.17
2004,,8.44
2005,,10.23
2006,,15.6
2007,,12.26
2008,,11.14
2009,,11.55
2010,,11.62
2011,,11.58
2012,,11.48
2013,,10.9
2014,start of forecast,11.32
2015,,11.32
2016,,11.32
2017,,11.32
2018,,11.32
2019,,11.32
2020,,11.32
2021,,11.32
2022,,11.32
2023,,11.32
2024,,11.32
2025,,11.32
2026,,11.32
2027,,11.32
2028,,11.32
2029,,11.32
2030,,11.32
2031,,11.32
2032,,11.32
2033,,11.32
2034,,11.32
2035,,11.32
2036,,11.32
2037,,11.32
2038,,11.32
2039,,11.32
2040,,11.32
