year,Base case cost,Modeled non-residential ashp
2017,135785.066158,146388.937784
2018,140143.327449,150066.624493
2019,150817.627449,159905.172415
2020,155438.788736,164037.668623
2021,158996.788736,167172.621146
2022,161487.388736,169305.666345
2023,162910.588736,170436.682224
2024,164333.788736,171572.662183
2025,166108.120024,173044.525348
2026,168242.860024,174861.435524
2027,169661.251311,176006.811788
2028,171084.371311,177161.431572
2029,172858.412599,178651.285813
2030,174281.492599,179814.580242
2031,176055.393886,181312.80488
