year,Base case cost,Modeled residential ashp
2017,3773824.62835,3491077.51343
2018,4208450.85669,3668253.21637
2019,4811959.53088,3914653.09728
2020,5101878.83855,4030170.43614
2021,5291849.00864,4103872.62702
2022,5430218.13361,4150888.33975
2023,5534227.01319,4188458.37407
2024,5600846.23407,4205248.46101
2025,5694904.65465,4232868.03632
2026,5802190.88851,4265410.56926
2027,5894773.94938,4291554.78487
2028,5958934.23741,4305885.93895
2029,6073801.41315,4346009.41378
2030,6133030.15571,4363713.87804
2031,6250817.02278,4398452.18853
