year,Base case cost,Modeled non-residential ashp
2017,218499.034076,257620.344383
2018,232715.154228,271702.023709
2019,252705.34438,291701.758124
2020,266482.260765,305242.735639
2021,273274.600917,311758.255493
2022,277798.900917,315964.611632
2023,281418.340917,319255.475197
2024,284132.920917,321630.615271
2025,287306.281069,324484.173954
2026,291378.241069,328265.993205
2027,294997.761069,331594.090668
2028,297718.981222,334012.154002
2029,306873.167607,342892.214118
2030,309644.447759,345377.22834
2031,313791.377759,349276.769561
