year,Base case cost,Modeled residential ashp
2017,174536.614674,276769.394711
2018,194588.128803,284531.578668
2019,223328.632389,295657.375673
2020,236696.308475,300832.164978
2021,239781.686454,297772.877871
2022,246277.505766,300172.253792
2023,251474.161215,302091.754528
2024,255371.652802,303531.380081
2025,252395.489168,297687.706073
2026,258703.289748,299899.063262
2027,263118.750154,301447.013295
2028,258947.750267,294818.147374
2029,264455.553932,296639.151986
2030,259296.538397,289431.914756
2031,264635.125203,291083.702511
