year,Base case cost,Modeled non-residential ashp
2017,510485.822533,703232.71116
2018,539814.342398,729489.149692
2019,578919.035551,765492.078218
2020,597385.140651,781120.775994
2021,610420.038369,791433.34281
2022,620196.211657,798579.689291
2023,626713.660516,802558.389613
2024,632144.867899,805519.422053
2025,638662.316757,809612.797516
2026,647352.248569,815912.87343
2027,653869.697428,820115.611635
2028,659300.904811,823295.431071
2029,666904.595146,828678.151047
2030,671249.561052,830884.13712
2031,678853.251387,836366.321928
