year,Base case cost,Modeled residential ashp
2017,884095.964695,1877152.48854
2018,954878.085983,1929588.58105
2019,1038341.68154,1993983.17671
2020,1093582.93516,2032775.4908
2021,1132513.73613,2056193.63762
2022,1173616.85569,2082473.08936
2023,1201421.16179,2096134.98168
2024,1235240.69356,2116246.42154
2025,1271625.24112,2139110.44383
2026,1304908.175,2158933.52721
2027,1342258.06592,2183355.97199
2028,1377820.57876,2206396.88476
2029,1418405.8628,2234500.6364
2030,1444217.50325,2248462.71524
2031,1485714.50046,2278017.58237
