year,Base case cost,Modeled residential ashp
2017,32756.5850538,199252.808446
2018,35444.6057256,193260.087008
2019,38906.4377688,186396.769989
2020,41098.1832854,181821.573598
2021,42952.1345031,177958.734896
2022,44684.2897395,174443.925422
2023,46117.3457702,171483.402519
2024,47568.9042153,168621.766354
2025,49125.7664456,165751.166529
2026,50793.4831854,162875.31402
2027,52306.0995981,160304.760988
2028,53837.2184252,157825.819492
2029,55575.2443397,155239.645158
2030,56954.9633225,153135.958046
2031,59947.2117557,151749.04902
