year,Base case cost,Modeled non-residential ashp
2017,308457.605633,888810.131352
2018,332541.262703,895802.341003
2019,365990.786411,909188.477464
2020,381377.567317,910850.292097
2021,392750.405378,910060.575091
2022,400778.291068,907256.446884
2023,406130.214861,902875.137564
2024,410813.14818,898237.5611
2025,416165.071973,894222.948013
2026,422854.976715,891268.84139
2027,428875.890982,888045.726764
2028,433558.824302,884107.765174
2029,439579.738569,881218.159303
2030,443593.681414,877164.100755
2031,450283.586156,875034.342553
