year,Base case cost,Modeled transmission and interties
2021,3859013.71946,6152748.11094
2022,3966208.545,6238499.67153
2023,4037671.76202,6291600.60896
2024,4100202.07692,6331324.91051
2025,4171665.29395,6381133.78076
2026,4261710.32839,6455807.31796
2027,4342849.48007,6517089.13624
2028,4407620.90115,6561656.8243
2029,4488838.10877,6624165.39374
2030,4542489.56027,6658001.06478
2031,4632686.20337,6735668.39101
2032,4722912.86799,6813895.47784
2033,4821306.88607,6892152.68502
2034,4920526.49585,6980923.34614
2035,4983151.37852,7026836.92027
2036,5081561.90844,7111138.81132
2037,5143323.67253,7157059.74955
2038,5240838.06019,7241311.84116
2039,5312385.33746,7303081.53521
2040,5418796.60143,7402193.68748
