year,Base case cost,Modeled residential ashp
2017,250889.078058,1473192.60332
2018,270477.917523,1457247.22793
2019,297684.639003,1444450.05118
2020,312168.519031,1429094.00172
2021,321477.514417,1411213.20817
2022,328048.569984,1392875.51534
2023,332429.273695,1374259.69012
2024,336262.389442,1355925.49994
2025,340643.093154,1338242.61522
2026,346118.972793,1321390.59917
2027,353261.253552,1307001.79224
2028,357118.544039,1290471.72161
2029,362077.917523,1274748.51305
2030,365384.166512,1258853.24183
2031,373219.083677,1246457.55245
