year,Base case cost,Modeled non-residential ashp
2017,179054.551606,236974.906519
2018,193756.816727,251038.311699
2019,213071.492181,269477.512418
2020,224489.860701,280493.63579
2021,234020.259859,289740.097197
2022,242422.797822,297929.681845
2023,249623.66827,304988.583418
2024,251872.468522,307119.076273
2025,259212.750905,314317.38978
2026,272291.092318,327206.439359
2027,279893.797167,334667.175332
2028,287104.146879,341759.217647
2029,295394.432137,349883.87255
2030,302278.03233,356672.826826
2031,316242.049564,370447.552226
