year,Base case cost,Modeled residential ashp
2017,179054.551606,303428.640262
2018,193756.816727,316308.59864
2019,213071.492181,333126.038926
2020,224489.860701,343397.029126
2021,234020.259859,352117.514176
2022,242422.797822,359912.616558
2023,249623.66827,366708.529952
2024,251872.468522,368619.865992
2025,259212.750905,375555.191321
2026,272291.092318,388093.589995
2027,279893.797167,395291.33779
2028,287104.146879,402164.22329
2029,295394.432137,409982.058652
2030,302278.03233,416595.687475
2031,316242.049564,430019.76197
