year,Base case cost,Modeled non-residential ashp
2017,847186.11668,843930.923679
2018,957244.369023,932254.07059
2019,1103661.09381,1049764.01908
2020,1178630.78185,1109739.2482
2021,1231679.06783,1152065.06293
2022,1275545.42877,1186467.46195
2023,1301680.61116,1206203.24942
2024,1324636.63513,1222811.02675
2025,1349249.94236,1241126.03686
2026,1380512.7962,1264934.49595
2027,1412057.46111,1289674.83988
2028,1442246.08061,1313708.09575
2029,1453916.00997,1318063.21382
2030,1457434.38424,1316720.89381
2031,1482386.75343,1333843.70186
