year,Base case cost,Modeled residential ashp
2017,847186.11668,1001746.95318
2018,957244.369023,1068256.6756
2019,1103661.09381,1158365.00193
2020,1178630.78185,1202090.42562
2021,1231679.06783,1231660.55059
2022,1275545.42877,1254406.02664
2023,1301680.61116,1265015.49467
2024,1324636.63513,1272632.36508
2025,1349249.94236,1282088.70712
2026,1380512.7962,1296210.86118
2027,1412057.46111,1311869.40102
2028,1442246.08061,1327422.39804
2029,1453916.00997,1322460.75129
2030,1457434.38424,1313832.67104
2031,1482386.75343,1321392.4766
