year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,13786000.0,5608000.0,8178000.0
2004,,13474000.0,5673000.0,7801000.0
2005,,13696000.0,5676000.0,8020000.0
2006,,14213000.0,6126000.0,8087000.0
2007,,14278000.0,6180000.0,8098000.0
2008,,15686000.0,6956000.0,8730000.0
2009,,16618000.0,7386000.0,9232000.0
2010,,16845000.0,7498000.0,9347000.0
2011,,18396000.0,8455000.0,9941000.0
2012,start of forecast,16908333.0,8304556.0,8603778.0
2013,,17341765.0,8737987.0,8603778.0
2014,,17696334.0,9092556.0,8603778.0
2015,,18061629.0,9457852.0,8603778.0
2016,,18502975.0,9899198.0,8603778.0
2017,,18975803.0,10372026.0,8603778.0
2018,,19353154.0,10749376.0,8603778.0
2019,,19562855.0,10959078.0,8603778.0
2020,,19778706.0,11174929.0,8603778.0
2021,,20033884.0,11430106.0,8603778.0
2022,,20179118.0,11575340.0,8603778.0
2023,,20282650.0,11678872.0,8603778.0
2024,,20298531.0,11694753.0,8603778.0
2025,,20333874.0,11730096.0,8603778.0
2026,,20398830.0,11795052.0,8603778.0
2027,,20552136.0,11948358.0,8603778.0
2028,,20732783.0,12129006.0,8603778.0
2029,,20232753.0,11628976.0,8603778.0
2030,,19878167.0,11274389.0,8603778.0
2031,,19692803.0,11089025.0,8603778.0
2032,,19982887.0,11379109.0,8603778.0
2033,,20395528.0,11791751.0,8603778.0
2034,,20774713.0,12170935.0,8603778.0
2035,,20995264.0,12391486.0,8603778.0
2036,,20974963.0,12371185.0,8603778.0
2037,,20745712.0,12141934.0,8603778.0
2038,,20568716.0,11964938.0,8603778.0
2039,,20603238.0,11999460.0,8603778.0
2040,,20785021.0,12181243.0,8603778.0
